year,importer,exporter,import_in_us_billion,import_spike_next_year,import_dip_next_year,exporter_region,importer_region
2005,Luxembourg,United States of America,0.7,0,0,NORTHERN AMERICA,WESTERN EUROPE
2006,Luxembourg,United States of America,0.79,0,0,NORTHERN AMERICA,WESTERN EUROPE
2007,Luxembourg,United States of America,0.99,0,0,NORTHERN AMERICA,WESTERN EUROPE
2008,Luxembourg,United States of America,0.79,0,0,NORTHERN AMERICA,WESTERN EUROPE
2009,Luxembourg,United States of America,0.56,0,0,NORTHERN AMERICA,WESTERN EUROPE
2010,Luxembourg,United States of America,0.87,0,0,NORTHERN AMERICA,WESTERN EUROPE
2011,Luxembourg,United States of America,1.5,0,0,NORTHERN AMERICA,WESTERN EUROPE
2012,Luxembourg,United States of America,2.28,0,0,NORTHERN AMERICA,WESTERN EUROPE
2013,Luxembourg,United States of America,2.2,0,0,NORTHERN AMERICA,WESTERN EUROPE
2014,Luxembourg,United States of America,1.88,0,0,NORTHERN AMERICA,WESTERN EUROPE
1991,France,United States of America,22.08,0,0,NORTHERN AMERICA,WESTERN EUROPE
1992,France,United States of America,20.1,0,0,NORTHERN AMERICA,WESTERN EUROPE
1993,France,United States of America,17.61,0,0,NORTHERN AMERICA,WESTERN EUROPE
1994,France,United States of America,19.48,0,0,NORTHERN AMERICA,WESTERN EUROPE
1995,France,United States of America,20.9,0,0,NORTHERN AMERICA,WESTERN EUROPE
1996,France,United States of America,21.46,0,0,NORTHERN AMERICA,WESTERN EUROPE
1997,France,United States of America,23.33,0,0,NORTHERN AMERICA,WESTERN EUROPE
1998,France,United States of America,25.3,0,0,NORTHERN AMERICA,WESTERN EUROPE
1999,France,United States of America,25.06,0,0,NORTHERN AMERICA,WESTERN EUROPE
2000,France,United States of America,24.56,0,0,NORTHERN AMERICA,WESTERN EUROPE
2001,France,United States of America,24.17,0,0,NORTHERN AMERICA,WESTERN EUROPE
2002,France,United States of America,22.28,0,0,NORTHERN AMERICA,WESTERN EUROPE
2003,France,United States of America,21.03,0,0,NORTHERN AMERICA,WESTERN EUROPE
2004,France,United States of America,23.75,0,0,NORTHERN AMERICA,WESTERN EUROPE
2005,France,United States of America,25.49,0,0,NORTHERN AMERICA,WESTERN EUROPE
2006,France,United States of America,24.76,0,0,NORTHERN AMERICA,WESTERN EUROPE
2007,France,United States of America,27.39,0,0,NORTHERN AMERICA,WESTERN EUROPE
2008,France,United States of America,30.39,0,0,NORTHERN AMERICA,WESTERN EUROPE
2009,France,United States of America,26.52,0,0,NORTHERN AMERICA,WESTERN EUROPE
2010,France,United States of America,20.73,0,0,NORTHERN AMERICA,WESTERN EUROPE
2011,France,United States of America,24.27,0,0,NORTHERN AMERICA,WESTERN EUROPE
2012,France,United States of America,25.56,0,0,NORTHERN AMERICA,WESTERN EUROPE
2013,France,United States of America,25.53,0,0,NORTHERN AMERICA,WESTERN EUROPE
2014,France,United States of America,25.21,0,0,NORTHERN AMERICA,WESTERN EUROPE
1991,Switzerland,United States of America,4.87,0,0,NORTHERN AMERICA,WESTERN EUROPE
1992,Switzerland,United States of America,4.23,0,0,NORTHERN AMERICA,WESTERN EUROPE
1993,Switzerland,United States of America,3.93,0,0,NORTHERN AMERICA,WESTERN EUROPE
1994,Switzerland,United States of America,4.5,0,0,NORTHERN AMERICA,WESTERN EUROPE
1995,Switzerland,United States of America,5.11,0,0,NORTHERN AMERICA,WESTERN EUROPE
1996,Switzerland,United States of America,5.58,0,0,NORTHERN AMERICA,WESTERN EUROPE
1997,Switzerland,United States of America,6.32,0,0,NORTHERN AMERICA,WESTERN EUROPE
1998,Switzerland,United States of America,5.87,0,0,NORTHERN AMERICA,WESTERN EUROPE
1999,Switzerland,United States of America,5.65,0,0,NORTHERN AMERICA,WESTERN EUROPE
2000,Switzerland,United States of America,6.47,0,0,NORTHERN AMERICA,WESTERN EUROPE
2001,Switzerland,United States of America,5.65,0,0,NORTHERN AMERICA,WESTERN EUROPE
2002,Switzerland,United States of America,6.14,0,0,NORTHERN AMERICA,WESTERN EUROPE
2003,Switzerland,United States of America,5.86,0,0,NORTHERN AMERICA,WESTERN EUROPE
2004,Switzerland,United States of America,6.29,0,0,NORTHERN AMERICA,WESTERN EUROPE
2005,Switzerland,United States of America,7.09,0,0,NORTHERN AMERICA,WESTERN EUROPE
2006,Switzerland,United States of America,8.73,0,0,NORTHERN AMERICA,WESTERN EUROPE
2007,Switzerland,United States of America,9.34,0,0,NORTHERN AMERICA,WESTERN EUROPE
2008,Switzerland,United States of America,10.61,0,0,NORTHERN AMERICA,WESTERN EUROPE
2009,Switzerland,United States of America,8.98,0,0,NORTHERN AMERICA,WESTERN EUROPE
2010,Switzerland,United States of America,9.41,0,0,NORTHERN AMERICA,WESTERN EUROPE
2011,Switzerland,United States of America,10.33,0,0,NORTHERN AMERICA,WESTERN EUROPE
2012,Switzerland,United States of America,11.19,0,0,NORTHERN AMERICA,WESTERN EUROPE
2013,Switzerland,United States of America,12.27,0,0,NORTHERN AMERICA,WESTERN EUROPE
2014,Switzerland,United States of America,13.32,0,0,NORTHERN AMERICA,WESTERN EUROPE
1991,Spain,United States of America,7.41,0,0,NORTHERN AMERICA,WESTERN EUROPE
1992,Spain,United States of America,7.36,0,0,NORTHERN AMERICA,WESTERN EUROPE
1993,Spain,United States of America,5.62,0,0,NORTHERN AMERICA,WESTERN EUROPE
1994,Spain,United States of America,6.73,0,0,NORTHERN AMERICA,WESTERN EUROPE
1995,Spain,United States of America,7.37,0,0,NORTHERN AMERICA,WESTERN EUROPE
1996,Spain,United States of America,7.72,0,0,NORTHERN AMERICA,WESTERN EUROPE
1997,Spain,United States of America,7.77,0,0,NORTHERN AMERICA,WESTERN EUROPE
1998,Spain,United States of America,7.31,0,0,NORTHERN AMERICA,WESTERN EUROPE
1999,Spain,United States of America,6.53,0,0,NORTHERN AMERICA,WESTERN EUROPE
2000,Spain,United States of America,6.61,0,0,NORTHERN AMERICA,WESTERN EUROPE
2001,Spain,United States of America,5.99,0,0,NORTHERN AMERICA,WESTERN EUROPE
2002,Spain,United States of America,5.65,0,0,NORTHERN AMERICA,WESTERN EUROPE
2003,Spain,United States of America,6.25,0,0,NORTHERN AMERICA,WESTERN EUROPE
2004,Spain,United States of America,7.42,0,0,NORTHERN AMERICA,WESTERN EUROPE
2005,Spain,United States of America,7.64,0,0,NORTHERN AMERICA,WESTERN EUROPE
2006,Spain,United States of America,8.87,0,0,NORTHERN AMERICA,WESTERN EUROPE
2007,Spain,United States of America,11.57,0,0,NORTHERN AMERICA,WESTERN EUROPE
2008,Spain,United States of America,14.19,0,0,NORTHERN AMERICA,WESTERN EUROPE
2009,Spain,United States of America,9.3,0,0,NORTHERN AMERICA,WESTERN EUROPE
2010,Spain,United States of America,9.94,0,0,NORTHERN AMERICA,WESTERN EUROPE
2011,Spain,United States of America,12.1,0,0,NORTHERN AMERICA,WESTERN EUROPE
2012,Spain,United States of America,9.68,0,0,NORTHERN AMERICA,WESTERN EUROPE
2013,Spain,United States of America,10.09,0,0,NORTHERN AMERICA,WESTERN EUROPE
2014,Spain,United States of America,9.84,0,0,NORTHERN AMERICA,WESTERN EUROPE
1991,Portugal,United States of America,0.88,0,0,NORTHERN AMERICA,WESTERN EUROPE
1992,Portugal,United States of America,0.92,0,0,NORTHERN AMERICA,WESTERN EUROPE
1993,Portugal,United States of America,0.77,0,0,NORTHERN AMERICA,WESTERN EUROPE
1994,Portugal,United States of America,0.98,0,0,NORTHERN AMERICA,WESTERN EUROPE
1995,Portugal,United States of America,1.09,0,0,NORTHERN AMERICA,WESTERN EUROPE
1996,Portugal,United States of America,1.08,0,0,NORTHERN AMERICA,WESTERN EUROPE
1997,Portugal,United States of America,1.13,0,0,NORTHERN AMERICA,WESTERN EUROPE
1998,Portugal,United States of America,1.05,0,0,NORTHERN AMERICA,WESTERN EUROPE
1999,Portugal,United States of America,1.13,0,0,NORTHERN AMERICA,WESTERN EUROPE
2000,Portugal,United States of America,1.18,0,0,NORTHERN AMERICA,WESTERN EUROPE
2001,Portugal,United States of America,1.42,0,0,NORTHERN AMERICA,WESTERN EUROPE
2002,Portugal,United States of America,0.83,0,0,NORTHERN AMERICA,WESTERN EUROPE
2003,Portugal,United States of America,0.88,0,0,NORTHERN AMERICA,WESTERN EUROPE
2004,Portugal,United States of America,1.31,0,0,NORTHERN AMERICA,WESTERN EUROPE
2005,Portugal,United States of America,1.34,0,0,NORTHERN AMERICA,WESTERN EUROPE
2006,Portugal,United States of America,0.98,0,0,NORTHERN AMERICA,WESTERN EUROPE
2007,Portugal,United States of America,1.31,0,0,NORTHERN AMERICA,WESTERN EUROPE
2008,Portugal,United States of America,1.52,0,0,NORTHERN AMERICA,WESTERN EUROPE
2009,Portugal,United States of America,1.21,0,0,NORTHERN AMERICA,WESTERN EUROPE
2010,Portugal,United States of America,1.0,0,0,NORTHERN AMERICA,WESTERN EUROPE
2011,Portugal,United States of America,1.33,0,0,NORTHERN AMERICA,WESTERN EUROPE
2012,Portugal,United States of America,1.03,0,0,NORTHERN AMERICA,WESTERN EUROPE
2013,Portugal,United States of America,0.96,0,0,NORTHERN AMERICA,WESTERN EUROPE
2014,Portugal,United States of America,1.07,0,0,NORTHERN AMERICA,WESTERN EUROPE
1991,Germany,United States of America,25.9,0,0,NORTHERN AMERICA,WESTERN EUROPE
1992,Germany,United States of America,27.1,0,0,NORTHERN AMERICA,WESTERN EUROPE
1993,Germany,United States of America,24.24,0,0,NORTHERN AMERICA,WESTERN EUROPE
1994,Germany,United States of America,27.45,0,0,NORTHERN AMERICA,WESTERN EUROPE
1995,Germany,United States of America,31.36,0,0,NORTHERN AMERICA,WESTERN EUROPE
1996,Germany,United States of America,32.55,0,0,NORTHERN AMERICA,WESTERN EUROPE
1997,Germany,United States of America,33.78,0,0,NORTHERN AMERICA,WESTERN EUROPE
1998,Germany,United States of America,38.33,0,0,NORTHERN AMERICA,WESTERN EUROPE
1999,Germany,United States of America,38.76,0,0,NORTHERN AMERICA,WESTERN EUROPE
2000,Germany,United States of America,42.79,0,0,NORTHERN AMERICA,WESTERN EUROPE
2001,Germany,United States of America,40.71,0,0,NORTHERN AMERICA,WESTERN EUROPE
2002,Germany,United States of America,37.8,0,0,NORTHERN AMERICA,WESTERN EUROPE
2003,Germany,United States of America,43.63,0,0,NORTHERN AMERICA,WESTERN EUROPE
2004,Germany,United States of America,50.02,0,0,NORTHERN AMERICA,WESTERN EUROPE
2005,Germany,United States of America,51.37,0,0,NORTHERN AMERICA,WESTERN EUROPE
2006,Germany,United States of America,42.44,0,0,NORTHERN AMERICA,WESTERN EUROPE
2007,Germany,United States of America,47.64,0,0,NORTHERN AMERICA,WESTERN EUROPE
2008,Germany,United States of America,50.5,0,0,NORTHERN AMERICA,WESTERN EUROPE
2009,Germany,United States of America,39.02,0,0,NORTHERN AMERICA,WESTERN EUROPE
2010,Germany,United States of America,37.78,0,0,NORTHERN AMERICA,WESTERN EUROPE
2011,Germany,United States of America,43.65,0,0,NORTHERN AMERICA,WESTERN EUROPE
2012,Germany,United States of America,42.59,0,0,NORTHERN AMERICA,WESTERN EUROPE
2013,Germany,United States of America,42.49,0,0,NORTHERN AMERICA,WESTERN EUROPE
2014,Germany,United States of America,43.19,0,0,NORTHERN AMERICA,WESTERN EUROPE
1991,Poland,United States of America,0.39,0,0,NORTHERN AMERICA,EASTERN EUROPE
1992,Poland,United States of America,0.52,0,0,NORTHERN AMERICA,EASTERN EUROPE
1993,Poland,United States of America,0.98,0,0,NORTHERN AMERICA,EASTERN EUROPE
1994,Poland,United States of America,0.84,0,0,NORTHERN AMERICA,EASTERN EUROPE
1995,Poland,United States of America,1.14,0,0,NORTHERN AMERICA,EASTERN EUROPE
1996,Poland,United States of America,1.65,0,0,NORTHERN AMERICA,EASTERN EUROPE
1997,Poland,United States of America,1.91,0,0,NORTHERN AMERICA,EASTERN EUROPE
1998,Poland,United States of America,1.78,0,0,NORTHERN AMERICA,EASTERN EUROPE
1999,Poland,United States of America,1.66,0,0,NORTHERN AMERICA,EASTERN EUROPE
2000,Poland,United States of America,2.17,0,0,NORTHERN AMERICA,EASTERN EUROPE
2001,Poland,United States of America,1.72,0,0,NORTHERN AMERICA,EASTERN EUROPE
2002,Poland,United States of America,1.82,0,0,NORTHERN AMERICA,EASTERN EUROPE
2003,Poland,United States of America,1.79,0,0,NORTHERN AMERICA,EASTERN EUROPE
2004,Poland,United States of America,2.12,0,0,NORTHERN AMERICA,EASTERN EUROPE
2005,Poland,United States of America,1.22,0,0,NORTHERN AMERICA,EASTERN EUROPE
2006,Poland,United States of America,1.66,0,0,NORTHERN AMERICA,EASTERN EUROPE
2007,Poland,United States of America,2.13,0,0,NORTHERN AMERICA,EASTERN EUROPE
2008,Poland,United States of America,2.98,0,0,NORTHERN AMERICA,EASTERN EUROPE
2009,Poland,United States of America,2.11,0,0,NORTHERN AMERICA,EASTERN EUROPE
2010,Poland,United States of America,2.3,0,0,NORTHERN AMERICA,EASTERN EUROPE
2011,Poland,United States of America,2.35,0,0,NORTHERN AMERICA,EASTERN EUROPE
2012,Poland,United States of America,2.49,0,0,NORTHERN AMERICA,EASTERN EUROPE
2013,Poland,United States of America,2.83,0,0,NORTHERN AMERICA,EASTERN EUROPE
2014,Poland,United States of America,2.36,0,0,NORTHERN AMERICA,EASTERN EUROPE
1991,Austria,United States of America,2.01,0,0,NORTHERN AMERICA,WESTERN EUROPE
1992,Austria,United States of America,2.14,0,0,NORTHERN AMERICA,WESTERN EUROPE
1993,Austria,United States of America,2.15,0,0,NORTHERN AMERICA,WESTERN EUROPE
1994,Austria,United States of America,2.43,0,0,NORTHERN AMERICA,WESTERN EUROPE
1995,Austria,United States of America,2.81,0,0,NORTHERN AMERICA,WESTERN EUROPE
1996,Austria,United States of America,3.0,0,0,NORTHERN AMERICA,WESTERN EUROPE
1997,Austria,United States of America,3.44,0,0,NORTHERN AMERICA,WESTERN EUROPE
1998,Austria,United States of America,3.56,0,0,NORTHERN AMERICA,WESTERN EUROPE
1999,Austria,United States of America,2.91,0,0,NORTHERN AMERICA,WESTERN EUROPE
2000,Austria,United States of America,2.94,0,0,NORTHERN AMERICA,WESTERN EUROPE
2001,Austria,United States of America,2.87,0,0,NORTHERN AMERICA,WESTERN EUROPE
2002,Austria,United States of America,2.72,0,0,NORTHERN AMERICA,WESTERN EUROPE
2003,Austria,United States of America,2.22,0,0,NORTHERN AMERICA,WESTERN EUROPE
2004,Austria,United States of America,2.31,0,0,NORTHERN AMERICA,WESTERN EUROPE
2005,Austria,United States of America,2.83,0,0,NORTHERN AMERICA,WESTERN EUROPE
2006,Austria,United States of America,3.08,0,0,NORTHERN AMERICA,WESTERN EUROPE
2007,Austria,United States of America,3.63,0,0,NORTHERN AMERICA,WESTERN EUROPE
2008,Austria,United States of America,3.31,0,0,NORTHERN AMERICA,WESTERN EUROPE
2009,Austria,United States of America,2.28,0,0,NORTHERN AMERICA,WESTERN EUROPE
2010,Austria,United States of America,2.52,0,0,NORTHERN AMERICA,WESTERN EUROPE
2011,Austria,United States of America,3.17,0,0,NORTHERN AMERICA,WESTERN EUROPE
2012,Austria,United States of America,3.29,0,0,NORTHERN AMERICA,WESTERN EUROPE
2013,Austria,United States of America,3.52,0,0,NORTHERN AMERICA,WESTERN EUROPE
2014,Austria,United States of America,3.74,0,0,NORTHERN AMERICA,WESTERN EUROPE
1991,Hungary,United States of America,0.3,0,0,NORTHERN AMERICA,EASTERN EUROPE
1992,Hungary,United States of America,0.32,0,0,NORTHERN AMERICA,EASTERN EUROPE
1993,Hungary,United States of America,0.5,0,0,NORTHERN AMERICA,EASTERN EUROPE
1994,Hungary,United States of America,0.45,0,0,NORTHERN AMERICA,EASTERN EUROPE
1995,Hungary,United States of America,0.48,0,0,NORTHERN AMERICA,EASTERN EUROPE
1996,Hungary,United States of America,0.57,0,0,NORTHERN AMERICA,EASTERN EUROPE
1997,Hungary,United States of America,0.8,0,0,NORTHERN AMERICA,EASTERN EUROPE
1998,Hungary,United States of America,0.99,0,0,NORTHERN AMERICA,EASTERN EUROPE
1999,Hungary,United States of America,0.97,0,0,NORTHERN AMERICA,EASTERN EUROPE
2000,Hungary,United States of America,1.22,0,0,NORTHERN AMERICA,EASTERN EUROPE
2001,Hungary,United States of America,1.41,0,0,NORTHERN AMERICA,EASTERN EUROPE
2002,Hungary,United States of America,1.37,0,0,NORTHERN AMERICA,EASTERN EUROPE
2003,Hungary,United States of America,1.52,0,0,NORTHERN AMERICA,EASTERN EUROPE
2004,Hungary,United States of America,0.99,0,0,NORTHERN AMERICA,EASTERN EUROPE
2005,Hungary,United States of America,1.1,0,0,NORTHERN AMERICA,EASTERN EUROPE
2006,Hungary,United States of America,1.11,0,0,NORTHERN AMERICA,EASTERN EUROPE
2007,Hungary,United States of America,1.31,0,0,NORTHERN AMERICA,EASTERN EUROPE
2008,Hungary,United States of America,1.53,0,0,NORTHERN AMERICA,EASTERN EUROPE
2009,Hungary,United States of America,1.23,0,0,NORTHERN AMERICA,EASTERN EUROPE
2010,Hungary,United States of America,1.09,0,0,NORTHERN AMERICA,EASTERN EUROPE
2011,Hungary,United States of America,1.38,0,0,NORTHERN AMERICA,EASTERN EUROPE
2012,Hungary,United States of America,1.16,0,0,NORTHERN AMERICA,EASTERN EUROPE
2013,Hungary,United States of America,1.16,0,0,NORTHERN AMERICA,EASTERN EUROPE
2014,Hungary,United States of America,1.16,0,0,NORTHERN AMERICA,EASTERN EUROPE
1993,Czech Republic,United States of America,0.41,0,0,NORTHERN AMERICA,EASTERN EUROPE
1994,Czech Republic,United States of America,0.56,0,0,NORTHERN AMERICA,EASTERN EUROPE
1995,Czech Republic,United States of America,0.85,0,0,NORTHERN AMERICA,EASTERN EUROPE
1996,Czech Republic,United States of America,1.03,0,0,NORTHERN AMERICA,EASTERN EUROPE
1997,Czech Republic,United States of America,1.14,0,0,NORTHERN AMERICA,EASTERN EUROPE
1998,Czech Republic,United States of America,1.19,0,0,NORTHERN AMERICA,EASTERN EUROPE
1999,Czech Republic,United States of America,1.22,0,0,NORTHERN AMERICA,EASTERN EUROPE
2000,Czech Republic,United States of America,1.5,0,0,NORTHERN AMERICA,EASTERN EUROPE
2001,Czech Republic,United States of America,1.6,0,0,NORTHERN AMERICA,EASTERN EUROPE
2002,Czech Republic,United States of America,1.46,0,0,NORTHERN AMERICA,EASTERN EUROPE
2003,Czech Republic,United States of America,1.75,0,0,NORTHERN AMERICA,EASTERN EUROPE
2004,Czech Republic,United States of America,2.19,0,0,NORTHERN AMERICA,EASTERN EUROPE
2005,Czech Republic,United States of America,2.01,0,0,NORTHERN AMERICA,EASTERN EUROPE
2006,Czech Republic,United States of America,1.27,0,0,NORTHERN AMERICA,EASTERN EUROPE
2007,Czech Republic,United States of America,1.54,0,0,NORTHERN AMERICA,EASTERN EUROPE
2008,Czech Republic,United States of America,1.71,0,0,NORTHERN AMERICA,EASTERN EUROPE
2009,Czech Republic,United States of America,1.18,0,0,NORTHERN AMERICA,EASTERN EUROPE
2010,Czech Republic,United States of America,1.67,0,0,NORTHERN AMERICA,EASTERN EUROPE
2011,Czech Republic,United States of America,1.85,0,0,NORTHERN AMERICA,EASTERN EUROPE
2012,Czech Republic,United States of America,1.98,0,0,NORTHERN AMERICA,EASTERN EUROPE
2013,Czech Republic,United States of America,1.92,0,0,NORTHERN AMERICA,EASTERN EUROPE
2014,Czech Republic,United States of America,2.42,0,0,NORTHERN AMERICA,EASTERN EUROPE
1993,Slovakia,United States of America,0.12,0,0,NORTHERN AMERICA,EASTERN EUROPE
1994,Slovakia,United States of America,0.21,0,0,NORTHERN AMERICA,EASTERN EUROPE
1995,Slovakia,United States of America,0.24,0,0,NORTHERN AMERICA,EASTERN EUROPE
1996,Slovakia,United States of America,0.32,0,0,NORTHERN AMERICA,EASTERN EUROPE
1997,Slovakia,United States of America,0.4,0,0,NORTHERN AMERICA,EASTERN EUROPE
1998,Slovakia,United States of America,0.42,0,0,NORTHERN AMERICA,EASTERN EUROPE
1999,Slovakia,United States of America,0.32,0,0,NORTHERN AMERICA,EASTERN EUROPE
2000,Slovakia,United States of America,0.29,0,0,NORTHERN AMERICA,EASTERN EUROPE
2001,Slovakia,United States of America,0.31,0,0,NORTHERN AMERICA,EASTERN EUROPE
2002,Slovakia,United States of America,0.39,0,0,NORTHERN AMERICA,EASTERN EUROPE
2003,Slovakia,United States of America,0.13,0,0,NORTHERN AMERICA,EASTERN EUROPE
2004,Slovakia,United States of America,0.14,0,0,NORTHERN AMERICA,EASTERN EUROPE
2005,Slovakia,United States of America,0.27,0,0,NORTHERN AMERICA,EASTERN EUROPE
2006,Slovakia,United States of America,0.29,0,0,NORTHERN AMERICA,EASTERN EUROPE
2007,Slovakia,United States of America,0.31,0,0,NORTHERN AMERICA,EASTERN EUROPE
2008,Slovakia,United States of America,0.46,0,0,NORTHERN AMERICA,EASTERN EUROPE
2009,Slovakia,United States of America,0.32,0,0,NORTHERN AMERICA,EASTERN EUROPE
2010,Slovakia,United States of America,0.29,0,0,NORTHERN AMERICA,EASTERN EUROPE
2011,Slovakia,United States of America,0.38,0,0,NORTHERN AMERICA,EASTERN EUROPE
2012,Slovakia,United States of America,0.37,0,0,NORTHERN AMERICA,EASTERN EUROPE
2013,Slovakia,United States of America,0.33,0,0,NORTHERN AMERICA,EASTERN EUROPE
2014,Slovakia,United States of America,0.46,0,0,NORTHERN AMERICA,EASTERN EUROPE
1991,Italy,United States of America,10.2,0,0,NORTHERN AMERICA,WESTERN EUROPE
